method_id,method_label,train_size,seed,random_MAE,scaffold_MAE,gap_seed,mean_gap,std_gap,n_seeds
rdkit_mlp,RDKit + MLP,5000,22,0.0779802054166793,0.0902881994843483,0.012307994067668998,0.02883498370647432,0.02266171706549759,5
rdkit_mlp,RDKit + MLP,5000,33,0.0788607001304626,0.0971627831459045,0.018302083015441895,0.02883498370647432,0.02266171706549759,5
rdkit_mlp,RDKit + MLP,5000,44,0.0831105187535286,0.146034374833107,0.0629238560795784,0.02883498370647432,0.02266171706549759,5
rdkit_mlp,RDKit + MLP,5000,55,0.0794759467244148,0.1203427538275718,0.040866807103157,0.02883498370647432,0.02266171706549759,5
morgan_rf,Morgan + RF,5000,11,0.1294773165426195,0.1490607396528958,0.019583423110276277,0.050922396504717596,0.0352280790342973,5
morgan_rf,Morgan + RF,5000,22,0.1267224245361639,0.1482777493155501,0.02155532477938621,0.050922396504717596,0.0352280790342973,5
morgan_rf,Morgan + RF,5000,33,0.1280966776834101,0.1637875094097085,0.03569083172629839,0.050922396504717596,0.0352280790342973,5
morgan_rf,Morgan + RF,5000,44,0.1272186392959031,0.2175681257911887,0.0903494864952856,0.050922396504717596,0.0352280790342973,5
morgan_rf,Morgan + RF,5000,55,0.1275932262141167,0.2150261426264582,0.0874329164123415,0.050922396504717596,0.0352280790342973,5
morgan_xgb,Morgan + XGB,5000,11,0.1562119275331497,0.1682018786668777,0.011989951133728,0.029563954472541804,0.017244733223631136,5
morgan_xgb,Morgan + XGB,5000,22,0.1539411842823028,0.1692535728216171,0.015312388539314298,0.029563954472541804,0.017244733223631136,5
morgan_xgb,Morgan + XGB,5000,33,0.1587494313716888,0.1841940283775329,0.025444597005844116,0.029563954472541804,0.017244733223631136,5
morgan_xgb,Morgan + XGB,5000,44,0.1526412963867187,0.2028779536485672,0.050236657261848505,0.029563954472541804,0.017244733223631136,5
morgan_xgb,Morgan + XGB,5000,55,0.1569398194551468,0.2017759978771209,0.0448361784219741,0.029563954472541804,0.017244733223631136,5
morgan_mlp,Morgan + MLP,5000,11,0.1338935792446136,0.1606676876544952,0.02677410840988162,0.048352402448654165,0.02359162990037101,5
morgan_mlp,Morgan + MLP,5000,22,0.1348697692155838,0.1647628843784332,0.0298931151628494,0.048352402448654165,0.02359162990037101,5
morgan_mlp,Morgan + MLP,5000,33,0.1352952569723129,0.1727170199155807,0.037421762943267795,0.048352402448654165,0.02359162990037101,5
morgan_mlp,Morgan + MLP,5000,44,0.1379606425762176,0.2126727402210235,0.07471209764480591,0.048352402448654165,0.02359162990037101,5
morgan_mlp,Morgan + MLP,5000,55,0.1381763219833374,0.2111372500658035,0.0729609280824661,0.048352402448654165,0.02359162990037101,5
gine,2D graph + GINE,5000,11,0.0806389525532722,0.1148334518074989,0.0341944992542267,0.029763689637184138,0.005242643763856761,5
gine,2D graph + GINE,5000,22,0.0717496126890182,0.101765789091587,0.030016176402568803,0.029763689637184138,0.005242643763856761,5
gine,2D graph + GINE,5000,33,0.0744388103485107,0.0955444946885109,0.021105684340000194,0.029763689637184138,0.005242643763856761,5
gine,2D graph + GINE,5000,44,0.0891059190034866,0.1189353466033935,0.029829427599906894,0.029763689637184138,0.005242643763856761,5
gine,2D graph + GINE,5000,55,0.0893753170967102,0.1230479776859283,0.0336726605892181,0.029763689637184138,0.005242643763856761,5
rdkit_rf,RDKit + RF,7000,11,0.0894745970350463,0.1080647735831473,0.018590176548100995,0.04068088060224522,0.025843181799204095,5
rdkit_rf,RDKit + RF,7000,22,0.0893923834112596,0.1142705656307728,0.024878182219513198,0.04068088060224522,0.025843181799204095,5
rdkit_rf,RDKit + RF,7000,33,0.0888556093484723,0.1110695720772789,0.022213962728806602,0.04068088060224522,0.025843181799204095,5
rdkit_rf,RDKit + RF,7000,44,0.0911101728797727,0.1614688437247633,0.0703586708449906,0.04068088060224522,0.025843181799204095,5
rdkit_rf,RDKit + RF,7000,55,0.0887859076450403,0.156149318314855,0.06736341066981472,0.04068088060224522,0.025843181799204095,5
rdkit_xgb,RDKit + XGB,7000,11,0.094559259712696,0.1011646017432212,0.006605342030525194,0.03305653035640716,0.02629396645797874,5
rdkit_xgb,RDKit + XGB,7000,22,0.0933489948511123,0.112008050084114,0.01865905523300171,0.03305653035640716,0.02629396645797874,5
rdkit_xgb,RDKit + XGB,7000,33,0.0924865677952766,0.1096949726343154,0.017208404839038793,0.03305653035640716,0.02629396645797874,5
rdkit_xgb,RDKit + XGB,7000,44,0.0941053330898284,0.1552736014127731,0.06116826832294471,0.03305653035640716,0.02629396645797874,5
rdkit_xgb,RDKit + XGB,7000,55,0.0936411693692207,0.1552827507257461,0.06164158135652539,0.03305653035640716,0.02629396645797874,5
rdkit_mlp,RDKit + MLP,7000,11,0.0751577839255333,0.0866192057728767,0.011461421847343403,0.03500049412250519,0.03381525591867087,5
rdkit_mlp,RDKit + MLP,7000,22,0.0708406269550323,0.0845177322626113,0.013677105307579013,0.03500049412250519,0.03381525591867087,5
rdkit_mlp,RDKit + MLP,7000,33,0.0751750916242599,0.0889447629451751,0.013769671320915208,0.03500049412250519,0.03381525591867087,5
rdkit_mlp,RDKit + MLP,7000,44,0.0787649825215339,0.1683783233165741,0.0896133407950402,0.03500049412250519,0.03381525591867087,5
rdkit_mlp,RDKit + MLP,7000,55,0.0738774985074997,0.1203584298491478,0.0464809313416481,0.03500049412250519,0.03381525591867087,5
morgan_rf,Morgan + RF,7000,11,0.121124197974299,0.1443617586440926,0.023237560669793586,0.05938461698895088,0.042890440848799755,5
morgan_rf,Morgan + RF,7000,22,0.1176824596028544,0.1422650218684067,0.024582562265552305,0.05938461698895088,0.042890440848799755,5
morgan_rf,Morgan + RF,7000,33,0.1185052327836052,0.1568739359638757,0.0383687031802705,0.05938461698895088,0.042890440848799755,5
morgan_rf,Morgan + RF,7000,44,0.1172575029672041,0.2318473066183671,0.11458980365116302,0.05938461698895088,0.042890440848799755,5
morgan_rf,Morgan + RF,7000,55,0.1183882058190116,0.2145326609969866,0.09614445517797499,0.05938461698895088,0.042890440848799755,5
morgan_xgb,Morgan + XGB,7000,11,0.1559919863939285,0.1648339182138443,0.0088419318199158,0.02867191433906554,0.018870041946179993,5
morgan_xgb,Morgan + XGB,7000,22,0.1521469503641128,0.1648557931184768,0.012708842754364014,0.02867191433906554,0.018870041946179993,5
morgan_xgb,Morgan + XGB,7000,33,0.1545003354549408,0.1799270957708358,0.025426760315894997,0.02867191433906554,0.018870041946179993,5
morgan_xgb,Morgan + XGB,7000,44,0.149848461151123,0.1994077265262603,0.0495592653751373,0.02867191433906554,0.018870041946179993,5
morgan_xgb,Morgan + XGB,7000,55,0.153961107134819,0.2007838785648346,0.04682277143001559,0.02867191433906554,0.018870041946179993,5
morgan_mlp,Morgan + MLP,7000,11,0.1220729947090148,0.144754558801651,0.022681564092636206,0.04899326860904696,0.029573153568953334,5
morgan_mlp,Morgan + MLP,7000,22,0.1228753700852394,0.1534352600574493,0.030559889972209917,0.04899326860904696,0.029573153568953334,5
