method_id,method_label,representation,model,split,seed,train_size,actual_train_size,n_val,n_test,mae,rmse,r2,source_table,status
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,11,2000,2000,1523,3047,0.1646035015583038,0.2447024099818041,0.7106261849403381,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,22,2000,2000,1523,3047,0.1662560999393463,0.2339383826803503,0.7240921258926392,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,33,2000,2000,1523,3047,0.1649244576692581,0.2320805535772081,0.7372918128967285,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,44,2000,2000,1523,3047,0.1653014719486236,0.2288639234527227,0.7390444874763489,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,55,2000,2000,1523,3047,0.1643219590187072,0.2404952300019014,0.7160671949386597,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,11,2000,2000,1523,3047,0.170201227068901,0.2564741857795571,0.6821149587631226,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,22,2000,2000,1523,3047,0.1674354672431945,0.2376325798787263,0.7153093814849854,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,33,2000,2000,1523,3047,0.1685311496257782,0.2370850209607384,0.7258397936820984,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,44,2000,2000,1523,3047,0.169962853193283,0.2430347037264328,0.7057284116744995,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,55,2000,2000,1523,3047,0.1675777584314346,0.2441396255472706,0.7073967456817627,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,11,2000,2000,1523,3047,0.0978802815079689,0.1560627948340372,0.882298633078747,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,22,2000,2000,1523,3047,0.1091439127922058,0.1618557462601269,0.8679259707121324,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,33,2000,2000,1523,3047,0.1126119196414947,0.171314626458549,0.8568520713377573,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,44,2000,2000,1523,3047,0.1287582218647003,0.1797376334700767,0.8390504168688813,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,55,2000,2000,1523,3047,0.1176677122712135,0.1676538754141273,0.8620156609078135,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,11,3000,3000,1523,3047,0.1058599442204095,0.1690462918699557,0.8618998973400421,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,22,3000,3000,1523,3047,0.107999487764949,0.1687481780457604,0.8564380497122636,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,33,3000,3000,1523,3047,0.1075569782682752,0.165295849416819,0.866733777901344,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,44,3000,3000,1523,3047,0.1054467165226229,0.1620303896924612,0.8692008982470634,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,55,3000,3000,1523,3047,0.1068111861121262,0.179702151330607,0.8414708384663547,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,11,3000,3000,1523,3047,0.1033254265785217,0.1573376944019683,0.8803677558898926,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,22,3000,3000,1523,3047,0.1000692322850227,0.1482228622103336,0.8892378211021423,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,33,3000,3000,1523,3047,0.1015597283840179,0.1526600781393169,0.8863296508789062,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,44,3000,3000,1523,3047,0.1015366092324256,0.1558831736911704,0.878937304019928,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,55,3000,3000,1523,3047,0.1023060977458953,0.1660583385047316,0.8646295070648193,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_mlp,RDKit + MLP,RDKit descriptors,MLP,random,11,3000,3000,1523,3047,0.0887425541877746,0.1360362798421208,0.910568118095398,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_mlp,RDKit + MLP,RDKit descriptors,MLP,random,22,3000,3000,1523,3047,0.0892818942666053,0.2750570698604939,0.6185770630836487,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_mlp,RDKit + MLP,RDKit descriptors,MLP,random,33,3000,3000,1523,3047,0.0883815810084343,0.1340245172851257,0.9123877882957458,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_mlp,RDKit + MLP,RDKit descriptors,MLP,random,44,3000,3000,1523,3047,0.0861435607075691,0.1239819532385041,0.923417627811432,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_mlp,RDKit + MLP,RDKit descriptors,MLP,random,55,3000,3000,1523,3047,0.0864362940192222,0.1377089270496218,0.906904935836792,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_rf,Morgan + RF,Morgan fingerprints,RandomForest,random,11,3000,3000,1523,3047,0.1398124917212956,0.2267061775252105,0.7516241234453183,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_rf,Morgan + RF,Morgan fingerprints,RandomForest,random,22,3000,3000,1523,3047,0.1413168368613494,0.2228838057891541,0.7495516388171133,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_rf,Morgan + RF,Morgan fingerprints,RandomForest,random,33,3000,3000,1523,3047,0.1391939773673645,0.2178439884902927,0.7685339241556007,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_rf,Morgan + RF,Morgan fingerprints,RandomForest,random,44,3000,3000,1523,3047,0.1393523475072064,0.2081425014556216,0.7841592965557671,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_rf,Morgan + RF,Morgan fingerprints,RandomForest,random,55,3000,3000,1523,3047,0.1413210657524092,0.2194673079211312,0.7635483860193298,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,11,3000,3000,1523,3047,0.1604399979114532,0.2395970178234251,0.7225750684738159,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,22,3000,3000,1523,3047,0.1599689126014709,0.2256456271382447,0.7433063983917236,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,33,3000,3000,1523,3047,0.1648612320423126,0.2318536158749486,0.7378052473068237,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,44,3000,3000,1523,3047,0.1587042212486267,0.2227037696992308,0.7529033422470093,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,55,3000,3000,1523,3047,0.1572438031435012,0.226693600509147,0.7477209568023682,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,11,3000,3000,1523,3047,0.1539350748062133,0.2354878470252391,0.7320092916488647,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,22,3000,3000,1523,3047,0.1511148512363433,0.2212640335729399,0.753178596496582,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,33,3000,3000,1523,3047,0.1563055217266082,0.2257465269850253,0.7514359354972839,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,44,3000,3000,1523,3047,0.1528787910938263,0.2246917324834744,0.7484722137451172,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,55,3000,3000,1523,3047,0.152426391839981,0.2247596652553821,0.752007007598877,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,11,3000,3000,1523,3047,0.1013302356004715,0.1562784228699428,0.8819731560464045,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,22,3000,3000,1523,3047,0.0813992545008659,0.1377597144192522,0.9043234215687056,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,33,3000,3000,1523,3047,0.0962727516889572,0.1489972177740174,0.8917189380917632,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,44,3000,3000,1523,3047,0.111105278134346,0.1644141255163578,0.8653240517721181,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,55,3000,3000,1523,3047,0.0815991833806037,0.1349319247405482,0.9106217125221376,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,11,5000,5000,1523,3047,0.0952353315836541,0.1582945289557618,0.878908261678494,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,22,5000,5000,1523,3047,0.0953679422274286,0.1440120158559573,0.895441673441475,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,33,5000,5000,1523,3047,0.0963695620410751,0.1486286792907414,0.8922539329411542,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,44,5000,5000,1523,3047,0.0971207422527148,0.1517064348411448,0.8853379206412968,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,55,5000,5000,1523,3047,0.0963741294706905,0.1574980876605007,0.8782263903174824,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,11,5000,5000,1523,3047,0.0969193503260612,0.1447245619580257,0.8987798094749451,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,22,5000,5000,1523,3047,0.0934882909059524,0.13073173389979,0.9138365387916564,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,33,5000,5000,1523,3047,0.0950760245323181,0.1409454205289881,0.9031057357788086,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,44,5000,5000,1523,3047,0.0982657223939895,0.1454244861497468,0.8946372866630554,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,55,5000,5000,1523,3047,0.0966278463602066,0.1442330996771363,0.8978748917579651,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_mlp,RDKit + MLP,RDKit descriptors,MLP,random,11,5000,5000,1523,3047,0.0817043930292129,0.1286185768213213,0.9200552105903624,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_mlp,RDKit + MLP,RDKit descriptors,MLP,random,22,5000,5000,1523,3047,0.0779802054166793,0.1119547492027259,0.936810314655304,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_mlp,RDKit + MLP,RDKit descriptors,MLP,random,33,5000,5000,1523,3047,0.0788607001304626,0.1218012591252581,0.9276397824287416,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_mlp,RDKit + MLP,RDKit descriptors,MLP,random,44,5000,5000,1523,3047,0.0831105187535286,0.1170793869083423,0.9317075610160828,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_mlp,RDKit + MLP,RDKit descriptors,MLP,random,55,5000,5000,1523,3047,0.0794759467244148,0.1848402118747316,0.8322758674621582,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_rf,Morgan + RF,Morgan fingerprints,RandomForest,random,11,5000,5000,1523,3047,0.1294773165426195,0.2190715298089791,0.7680712506980538,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_rf,Morgan + RF,Morgan fingerprints,RandomForest,random,22,5000,5000,1523,3047,0.1267224245361639,0.1944163283912529,0.8094422401224018,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_rf,Morgan + RF,Morgan fingerprints,RandomForest,random,33,5000,5000,1523,3047,0.1280966776834101,0.2007078546773775,0.8035170242551551,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_rf,Morgan + RF,Morgan fingerprints,RandomForest,random,44,5000,5000,1523,3047,0.1272186392959031,0.1954467674667298,0.8096868522805403,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_rf,Morgan + RF,Morgan fingerprints,RandomForest,random,55,5000,5000,1523,3047,0.1275932262141167,0.2052589150078652,0.7931732690187652,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,11,5000,5000,1523,3047,0.1562119275331497,0.2299776907265079,0.7444039583206177,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,22,5000,5000,1523,3047,0.1539411842823028,0.2094559829585229,0.7788195610046387,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,33,5000,5000,1523,3047,0.1587494313716888,0.2237554821749337,0.7558012008666992,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,44,5000,5000,1523,3047,0.1526412963867187,0.2138951078679852,0.772063672542572,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_xgb,Morgan + XGB,Morgan fingerprints,XGBoost,random,55,5000,5000,1523,3047,0.1569398194551468,0.2226864894610614,0.7565609216690063,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,11,5000,5000,1523,3047,0.1338935792446136,0.2068959099669547,0.7931352257728577,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,22,5000,5000,1523,3047,0.1348697692155838,0.1947400764665858,0.8088070750236511,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,33,5000,5000,1523,3047,0.1352952569723129,0.2018895541693308,0.8011965751647949,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,44,5000,5000,1523,3047,0.1379606425762176,0.2026354042837873,0.7954297661781311,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
morgan_mlp,Morgan + MLP,Morgan fingerprints,MLP,random,55,5000,5000,1523,3047,0.1381763219833374,0.2046099359301452,0.7944790720939636,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,11,5000,5000,1523,3047,0.0806389525532722,0.1391115605682755,0.906478988302478,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,22,5000,5000,1523,3047,0.0717496126890182,0.1206718833391857,0.9265869332023454,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,33,5000,5000,1523,3047,0.0744388103485107,0.1289534193493409,0.9188923281105386,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,44,5000,5000,1523,3047,0.0891059190034866,0.1325017153880803,0.9125308735858828,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
gine,2D graph + GINE,2D molecular graph,scratch GINE,random,55,5000,5000,1523,3047,0.0893753170967102,0.1307823253231892,0.9160345334522536,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\02_gine_seed5\results\gine_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,11,7000,7000,1523,3047,0.0894745970350463,0.144222285451872,0.899481163995227,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,22,7000,7000,1523,3047,0.0893923834112596,0.139750431166707,0.9015382665197104,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,33,7000,7000,1523,3047,0.0888556093484723,0.1383604617722144,0.906627240333948,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,44,7000,7000,1523,3047,0.0911101728797727,0.1498876136303705,0.8880708259599829,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_rf,RDKit + RF,RDKit descriptors,RandomForest,random,55,7000,7000,1523,3047,0.0887859076450403,0.1470372107072487,0.8938653673602527,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,11,7000,7000,1523,3047,0.094559259712696,0.1409987080219779,0.9039244055747986,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,22,7000,7000,1523,3047,0.0933489948511123,0.1311048937393016,0.913343906402588,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,33,7000,7000,1523,3047,0.0924865677952766,0.1335145263671317,0.9130532741546632,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,44,7000,7000,1523,3047,0.0941053330898284,0.1417702557927835,0.8998658657073975,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_xgb,RDKit + XGB,RDKit descriptors,XGBoost,random,55,7000,7000,1523,3047,0.0936411693692207,0.1436894037714609,0.8986433744430542,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_mlp,RDKit + MLP,RDKit descriptors,MLP,random,11,7000,7000,1523,3047,0.0751577839255333,0.1158169350284408,0.9351773262023926,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
rdkit_mlp,RDKit + MLP,RDKit descriptors,MLP,random,22,7000,7000,1523,3047,0.0708406269550323,0.1064824861833358,0.9428366422653198,D:\学校\毕业论文for codex test\oxbenchmark重启\08_seed5_upgrade\01_tabular_seed5\results\tabular_seed5_full_raw_results.csv,ok
